351.104131	 310.994836
351.104131	 269.595525
391.267642	 268.977625
391.885542	 309.759036
357.901033	 304.197935
357.283133	 277.010327
384.470740	 275.156627
385.088640	 304.197935
363.462134	 296.783133
364.080034	 283.189329
378.291738	 282.571429
378.291738	 298.018933
396.210843	 311.612737
395.592943	 269.595525
436.374355	 268.977625
435.756454	 309.759036
402.389845	 305.433735
402.389845	 275.774527
429.577453	 273.920826
429.577453	 302.962134
408.568847	 297.401033
408.568847	 282.571429
424.016351	 281.335628
424.016351	 296.783133
350.486231	 228.196213
350.486231	 186.179002
393.121343	 185.561102
392.503442	 227.578313
357.283133	 222.017212
357.283133	 193.593804
385.706540	 191.740103
385.706540	 221.399312
364.080034	 214.602410
364.080034	 199.772806
379.527539	 199.154905
379.527539	 213.984509
