331.331325	 246.733219
267.069707	 271.449225
254.093804	 180.617900
310.322719	 139.836489
317.737522	 233.139415
275.102410	 252.294320
263.980207	 188.032702
302.907917	 163.316695
302.290017	 221.399312
280.663511	 231.285714
275.720310	 197.301205
295.493115	 184.943201
309.704819	 129.332186
252.858003	 170.731497
239.264200	 92.876076
284.370912	 37.882960
297.346816	 121.917384
259.037005	 152.194492
249.768503	 96.583477
280.663511	 61.981067
284.370912	 113.884682
263.980207	 131.803787
258.419105	 101.526678
277.574010	 84.225473
220.727194	 289.368330
183.035284	 302.962134
179.945783	 231.903614
210.840792	 209.041308
212.694492	 278.864028
187.978485	 289.986231
185.506885	 239.936317
207.751291	 223.870912
205.279690	 269.595525
192.921687	 275.156627
191.685886	 248.586919
202.808090	 241.172117
