410.422547	 249.822719
414.747849	 281.335628
381.999139	 280.099828
378.909639	 248.586919
407.333046	 254.765921
409.186747	 275.774527
385.706540	 275.774527
383.852840	 253.530120
401.154045	 259.709122
403.007745	 270.213425
390.649742	 270.213425
390.031842	 259.091222
373.966437	 249.204819
377.055938	 280.099828
343.689329	 278.246127
342.453528	 247.351119
370.259036	 252.912220
371.494836	 273.920826
348.632530	 273.920826
348.014630	 252.912220
365.315835	 259.091222
365.933735	 268.977625
353.575731	 268.359725
353.575731	 257.855422
418.455250	 315.320138
423.398451	 351.158348
386.942341	 349.922547
384.470740	 314.702238
414.129948	 320.263339
417.837349	 345.597246
391.267642	 344.361446
389.413941	 319.645439
409.804647	 327.060241
410.422547	 338.800344
397.446644	 339.418244
396.828744	 326.442341
