424.634251	 226.342513
424.634251	 256.001721
394.975043	 257.855422
394.975043	 227.578313
420.308950	 231.285714
420.926850	 252.912220
399.918244	 253.530120
399.918244	 231.285714
415.365749	 236.228916
415.983649	 247.969019
404.861446	 247.351119
405.479346	 236.846816
391.885542	 226.960413
391.885542	 257.855422
362.226334	 257.855422
361.608434	 226.342513
386.942341	 231.285714
386.942341	 252.912220
366.551635	 252.912220
365.933735	 231.903614
382.617040	 236.228916
382.617040	 247.351119
372.112737	 247.351119
372.112737	 236.228916
424.634251	 286.896730
425.252151	 317.791738
394.975043	 316.555938
394.975043	 287.514630
420.308950	 291.839931
420.308950	 312.848537
399.918244	 312.848537
399.918244	 293.075731
415.983649	 297.401033
415.983649	 307.905336
404.861446	 307.905336
404.861446	 298.018933
