848.381384	 933.415980
896.223229	 1245.982702
1132.242998	 1469.244646
1100.348435	 1124.783361
1345.936573	 713.343493
1604.282537	 1182.193575
1617.040362	 860.058484
2168.816310	 1006.773476
1849.870675	 579.386326
1639.366557	 506.028830
842.002471	 474.134267
529.435750	 563.439044
1030.180395	 757.995881
1243.873970	 1035.478583
1428.862438	 1383.129325
1030.180395	 1619.149094
819.676277	 1475.623558
331.689456	 1188.572488
283.847611	 844.111203
200.921746	 506.028830
63.775124	 279.577430
1116.295717	 -23.420923
1652.124382	 250.872323
2443.109555	 429.481878
2427.162273	 955.742175
2427.162273	 1348.045305
1913.659802	 1533.033773
1243.873970	 1657.422570
790.971170	 1501.139209
593.224876	 898.331960
452.888797	 384.829489
1489.462109	 305.093081
2356.994234	 461.376442
2420.783361	 1306.582372
2095.458814	 1644.664745
966.391269	 1826.463756
