918.549423	 1064.183690
975.959638	 1322.529654
1189.653213	 1606.391269
1160.948105	 1357.613674
1441.620264	 780.322076
1693.587315	 1274.687809
1709.534596	 1019.531301
2082.700988	 853.679572
1840.302306	 521.976112
1393.778418	 391.208402
873.897035	 544.302306
711.234761	 719.722405
1199.221582	 933.415980
1342.747117	 1108.836079
1486.272652	 1332.098023
1537.303954	 1727.590610
704.855848	 1769.053542
369.962932	 1517.086491
299.794893	 987.636738
236.005766	 464.565898
175.406096	 62.694399
44.638386	 46.747117
972.770181	 209.409390
1116.295717	 155.188633
1451.188633	 234.925041
2401.646623	 592.144152
2494.140857	 1188.572488
2152.869028	 1533.033773
1926.417628	 1797.758649
1205.600494	 1845.600494
647.445634	 1711.643328
500.730643	 1376.750412
338.068369	 990.826194
398.668040	 751.616969
797.350082	 738.859143
1298.094728	 595.333608
